x	y	new_x	new_y	pixel_x	pixel_y	selected
3	17	3.0242911598899154	17.060686462128643	5685	14246	0
4	17	3.909235728870739	17.06492197353209	6324	14254	0
5	17	4.938807262073865	17.053817954298626	7070	14246	0
6	17	5.837420931729404	17.053536043038815	7717	14246	0
7	17	7.008709161931819	17.082301939549467	8561	14262	0
8	17	7.89525867808949	17.074105985496075	9200	14262	0
9	17	8.875970181551848	17.055992502802688	9904	14246	0
10	17	9.950287420099432	17.049839721132287	10682	14238	0
11	17	10.838565340909092	17.076795090474356	11321	14262	0
12	17	11.954939963600852	17.161727015747616	12124	14320	0
13	17	13.112851784446024	17.101444535191284	12960	14279	0
14	17	14.01137528852983	17.041088155566843	13607	14238	0
15	17	15.100131503018467	17.017941325234723	14393	14221	0
16	17	15.983748557350852	17.014780087321327	15032	14213	0
17	17	17.07955849387429	17.01483893287556	15819	14213	0
18	17	18.011363636363637	17.112107623318387	16497	14290	0
19	17	19.034429931640624	17.04149460044142	17228	14238	0
20	17	20.04140181107954	17.031484013715666	17957	14230	0
21	17	21.08409090909091	17.10762331838565	18712	14287	0
22	17	21.945415704900565	17.058833511420964	19325	14246	0
23	17	23.10773870294744	17.130596349057594	20169	14303	0
24	17	24.1453086159446	17.065988036014573	20914	14254	0
25	17	25.26826671253551	16.985640589966366	21725	14197	0
26	17	26.110923628373577	16.938970591455295	22331	14156	0
27	17	27.181818181818183	16.91255605381166	23108	14144	0
28	17	28.122964200106534	16.945268434259386	23781	14164	0
29	17	29.193181818181817	17.067264573991032	24558	14257	0
30	17	30.172727272727272	16.995515695067265	25264	14205	0
31	17	31.181818181818183	16.986547085201792	25992	14198	0
32	17	32.142770108309655	16.99903958581488	26681	14205	0
2	18	1.9944761796431114	18.123415275539518	4948	15024	0
3	18	3.0022727272727274	18.13677130044843	5677	15039	0
4	18	3.950340825861151	18.052499540183575	6357	14975	0
5	18	4.896578563343396	18.03949740970081	7037	14967	0
